,Departamento,Municipio,aguacate,arroz,cafe,cebollaC,papa
937,Boyacá,Busbanzá,"Aptitud media,No apta","Exclusión legal,No apta",Exclusión legal,No apta,"Aptitud baja,Aptitud media,No apta"
938,Boyacá,Muzo,"Aptitud baja,No apta",No apta,"Aptitud baja,Aptitud media","No apta,Aptitud baja",No apta
939,Boyacá,Sora,"Aptitud alta,No apta",Exclusión legal,Exclusión legal,"Aptitud media,No apta,Exclusión legal","Aptitud alta,Aptitud media"
940,Boyacá,Tununguá,Aptitud baja,"Exclusión legal,No apta",Aptitud alta,"Exclusión legal,Aptitud baja","No apta,Exclusión legal"
941,Boyacá,Cuítiva,Exclusión legal,Exclusión legal,Exclusión legal,"Exclusión legal,Aptitud baja,Aptitud alta","Exclusión legal,Aptitud alta"
942,Boyacá,Sáchica,"Exclusión legal,No apta","Exclusión legal,No apta",Exclusión legal,Aptitud media,"No apta,Exclusión legal"
943,Boyacá,Chivatá,Aptitud media,Exclusión legal,"No apta,Exclusión legal",Aptitud alta,No apta
944,Antioquia,Frontino,No apta,No apta,No apta,No apta,No apta
945,Boyacá,Iza,"Aptitud media,No apta",Exclusión legal,Exclusión legal,Aptitud alta,No apta
946,Boyacá,Gachantivá,Aptitud alta,Exclusión legal,"No apta,Exclusión legal",Aptitud media,"No apta,Aptitud alta"
947,Boyacá,Maripí,"Aptitud baja,No apta",Exclusión legal,Aptitud alta,"No apta,Aptitud alta","No apta,Exclusión legal"
948,Boyacá,Oicatá,Aptitud media,"Exclusión legal,No apta",Exclusión legal,Aptitud media,No apta
949,Boyacá,Santa Sofía,No apta,Exclusión legal,Exclusión legal,"No apta,Aptitud media",No apta
950,Boyacá,Chitaraque,"Aptitud media,Aptitud baja","Exclusión legal,No apta",Aptitud alta,No apta,Aptitud media
951,Boyacá,San Pablo de Borbur,"Aptitud baja,No apta",Exclusión legal,Aptitud alta,"Exclusión legal,Aptitud media",Exclusión legal
952,Boyacá,Monguí,No apta,Exclusión legal,Exclusión legal,"Aptitud alta,Exclusión legal",No apta
953,Boyacá,Tópaga,No apta,Exclusión legal,Exclusión legal,No apta,"Aptitud baja,Aptitud alta"
954,Boyacá,Pauna,"Aptitud alta,Aptitud baja","No apta,Exclusión legal",Aptitud alta,Aptitud media,"No apta,Aptitud baja"
955,Boyacá,Tibasosa,Aptitud media,Exclusión legal,Exclusión legal,"Aptitud alta,Aptitud media",No apta
956,Boyacá,Cómbita,Aptitud alta,Exclusión legal,No apta,Aptitud alta,"Aptitud media,Aptitud alta"
957,Santander,Florián,No apta,"Exclusión legal,No apta",Aptitud alta,"Aptitud media,Aptitud alta",Aptitud media
958,Boyacá,Sotaquirá,"Exclusión legal,Aptitud alta",Exclusión legal,No apta,No apta,No apta
959,Boyacá,Gámeza,Exclusión legal,Exclusión legal,Exclusión legal,Exclusión legal,"Aptitud alta,Aptitud baja"
960,Santander,Puente Nacional,No apta,Exclusión legal,No apta,"Exclusión legal,Aptitud baja",No apta
961,Boyacá,Betéitiva,"Aptitud baja,Exclusión legal",Exclusión legal,No apta,No apta,No apta
962,Boyacá,Cerinza,No apta,Exclusión legal,Exclusión legal,"Aptitud alta,Exclusión legal",No apta
963,Boyacá,Santa Rosa de Viterbo,"Aptitud media,Exclusión legal",No apta,No apta,No apta,No apta
964,Santander,Güepsa,"Aptitud media,Exclusión legal",Exclusión legal,No apta,Aptitud media,Exclusión legal
965,Boyacá,Susacón,No apta,Exclusión legal,No apta,"Exclusión legal,Aptitud baja",No apta
966,Boyacá,Sativasur,"Exclusión legal,Aptitud alta",Exclusión legal,Exclusión legal,Exclusión legal,Exclusión legal
967,Boyacá,Tutazá,No apta,Exclusión legal,Exclusión legal,Aptitud media,No apta
968,Santander,Chipatá,"Aptitud alta,No apta","Exclusión legal,No apta","Aptitud media,Aptitud alta","Aptitud baja,Aptitud media","Exclusión legal,No apta"
969,Boyacá,Chita,"Aptitud media,Exclusión legal",Exclusión legal,No apta,"Aptitud baja,Aptitud media",No apta
970,Santander,San Benito,"Aptitud media,No apta",Exclusión legal,No apta,"Aptitud baja,Exclusión legal",Exclusión legal
971,Boyacá,Sativanorte,"Exclusión legal,Aptitud alta",Exclusión legal,Exclusión legal,Aptitud alta,Exclusión legal
972,Tolima,Alvarado,Exclusión legal,Aptitud media,Aptitud alta,Aptitud alta,Exclusión legal
973,Santander,Aguada,"Aptitud alta,Aptitud baja","Exclusión legal,No apta",No apta,Aptitud alta,"No apta,Exclusión legal"
974,Santander,Contratación,Aptitud media,Exclusión legal,"Exclusión legal,Aptitud baja",Exclusión legal,Exclusión legal
975,Santander,Guapotá,"Exclusión legal,No apta","Exclusión legal,No apta",No apta,No apta,"No apta,Exclusión legal"
976,Boyacá,Boavita,Aptitud baja,"Exclusión legal,No apta",No apta,"No apta,Aptitud alta","No apta,Aptitud alta"
977,Santander,Confines,No apta,No apta,Aptitud alta,No apta,No apta
978,Santander,Palmas del Socorro,"Exclusión legal,No apta","Exclusión legal,No apta",No apta,No apta,"No apta,Exclusión legal"
979,Boyacá,El Cocuy,No apta,No apta,No apta,No apta,Aptitud alta
980,Santander,Valle de San José,"Exclusión legal,Aptitud baja","No apta,Exclusión legal",No apta,No apta,"No apta,Exclusión legal"
981,Santander,Curití,"Aptitud baja,Exclusión legal",Exclusión legal,Aptitud alta,"Aptitud media,Aptitud baja",Exclusión legal
982,Boyacá,Covarachía,Aptitud media,Exclusión legal,No apta,"No apta,Aptitud alta",Aptitud alta
983,Santander,Pinchote,"Exclusión legal,No apta",Exclusión legal,No apta,Aptitud alta,Exclusión legal
984,Santander,Palmar,"Exclusión legal,No apta","Exclusión legal,No apta",Aptitud alta,"Exclusión legal,No apta","No apta,Exclusión legal"
985,Valle del Cauca,Toro,Exclusión legal,Exclusión legal,No apta,Exclusión legal,Exclusión legal
986,Casanare,San Luis de Palenque,Exclusión legal,No apta,Exclusión legal,Aptitud baja,Exclusión legal
987,Santander,San José de Miranda,No apta,Exclusión legal,"No apta,Aptitud baja","No apta,Aptitud media","Aptitud baja,Exclusión legal"
988,Santander,Carcasí,"Aptitud baja,Exclusión legal",No apta,No apta,No apta,No apta
989,Santander,Barichara,"Exclusión legal,Aptitud alta",Exclusión legal,No apta,Aptitud alta,Exclusión legal
990,Santander,Jordán,"Exclusión legal,No apta","Exclusión legal,No apta",Aptitud alta,"Aptitud media,No apta,Exclusión legal","No apta,Exclusión legal"
991,Norte de Santander,El Zulia,"Aptitud media,No apta",Aptitud media,Aptitud alta,No apta,Exclusión legal
992,Santander,Puerto Parra,No apta,No apta,No apta,No apta,No apta
993,Santander,Aratoca,No apta,Exclusión legal,Aptitud alta,No apta,Exclusión legal
994,Santander,Tona,"Aptitud alta,Exclusión legal",No apta,Aptitud alta,Aptitud media,No apta
995,Norte de Santander,La Esperanza,"Aptitud baja,No apta",No apta,Aptitud alta,Aptitud baja,Exclusión legal
996,Norte de Santander,Silos,"Aptitud baja,Exclusión legal",Exclusión legal,Exclusión legal,No apta,No apta
997,Casanare,Trinidad,Exclusión legal,No apta,Exclusión legal,Aptitud media,Exclusión legal
998,Arauca,Puerto Rondón,Exclusión legal,No apta,Exclusión legal,No apta,Exclusión legal
999,Casanare,Pore,"Exclusión legal,No apta",Aptitud alta,Exclusión legal,"Aptitud baja,Exclusión legal","No apta,Exclusión legal"
1000,Santander,Lebrija,Exclusión legal,Aptitud media,No apta,No apta,Exclusión legal
1001,Santander,Vetas,"Aptitud baja,Exclusión legal",No apta,"Aptitud baja,Aptitud media",No apta,"Aptitud media,Exclusión legal"
1002,Norte de Santander,Mutiscua,"Aptitud media,Aptitud baja",No apta,Exclusión legal,No apta,No apta
1003,Norte de Santander,La Playa,Aptitud baja,"Exclusión legal,No apta",Aptitud alta,"No apta,Aptitud baja","No apta,Exclusión legal"
1004,Santander,El Playón,"Aptitud media,Aptitud alta",Exclusión legal,Aptitud alta,Aptitud media,Aptitud baja
1005,Norte de Santander,Durania,Aptitud alta,No apta,Aptitud alta,"Aptitud baja,Aptitud media",No apta
1006,Santander,Sabana de Torres,Exclusión legal,No apta,Exclusión legal,No apta,Exclusión legal
1007,Cesar,Río de Oro,Exclusión legal,Aptitud alta,Aptitud alta,No apta,Exclusión legal
1008,Norte de Santander,Salazar,No apta,Exclusión legal,Aptitud alta,No apta,Aptitud media
1009,Norte de Santander,Los Patios,Exclusión legal,Exclusión legal,Aptitud alta,"No apta,Exclusión legal",Exclusión legal
1010,Norte de Santander,Villa Caro,Aptitud media,Exclusión legal,Aptitud alta,Aptitud media,No apta
1011,Norte de Santander,Lourdes,Aptitud media,Exclusión legal,Aptitud alta,Aptitud media,"Aptitud media,Aptitud baja,Exclusión legal"
1012,Santander,Puerto Wilches,Exclusión legal,Aptitud media,Exclusión legal,No apta,Exclusión legal
1013,Norte de Santander,Puerto Santander,No apta,No apta,Exclusión legal,No apta,No apta
1014,Norte de Santander,Sardinata,"Aptitud media,No apta",No apta,Aptitud alta,Aptitud media,Exclusión legal
1015,Cesar,González,Exclusión legal,Exclusión legal,Aptitud alta,"No apta,Aptitud baja",Exclusión legal
1016,Norte de Santander,San Calixto,No apta,No apta,Aptitud alta,Aptitud media,No apta
1017,Norte de Santander,Hacarí,"Exclusión legal,No apta","Exclusión legal,No apta",Aptitud alta,"Aptitud alta,Exclusión legal","No apta,Exclusión legal"
1018,Cesar,La Gloria,No apta,No apta,Aptitud alta,No apta,No apta
1019,Norte de Santander,Convención,No apta,No apta,Aptitud alta,No apta,No apta
1020,Norte de Santander,El Tarra,No apta,No apta,No apta,No apta,No apta
1021,Bolívar,Regidor,Exclusión legal,No apta,Exclusión legal,"No apta,Aptitud baja,Exclusión legal",Exclusión legal
1022,Cesar,Tamalameque,Exclusión legal,Aptitud media,Exclusión legal,Aptitud media,Exclusión legal
1023,Cesar,Becerrill,No apta,"Aptitud media,Exclusión legal",No apta,No apta,No apta
